tweet	party
".@SmallBizCmte has a bipartisan plan to:

- Protect workers from layoffs & small businesses from closing due to public health restrictions; &

- Help small businesses provide the goods & services we need to deal with #COVIDー19 

I hope we can add it to the bill the House passed"	1
"On March 7th ⁦@CDCgov⁩ issued updated expert guidance for risk assessment & management for people with potential exposure to #Covid_19 or contacts with confirmed cases. 

Please follow these & not stupid stuff on the internet. #covidvirusupdates …"	1
"Who is a God like you,who removes guilt & pardons sin...;Who does not persist in anger forever,but instead delights in mercy & will again have compassion on us,treading underfoot our iniquities? You will cast into the depths of the sea all our sins

Micah 7:18-19"	1
"Good to see us starting to utilize the unique advantages the U.S. has over nations relying solely on a central govt response to #Covid_19
-Federalism with effective state & local govts
-private sector we can enlist to provide solutions quickly
-civil society & community action"	1
It is my great honor to declare Sunday, March 15th as a National Day of Prayer. We are a Country that, throughout our history, has looked to God for protection and strength in times like these....	1
"These cancellations & closings are creating hardships. 

But it must happen & we must all do our part. 

It’s the only way to slow the #Covid_19 rate of infection & prevent a catastrophic shortage of ICU beds & life support ventilators. I wrote more here: …"	1
"This is the problem we should be focused on at every level and from every angle ASAP. 

Preventing severe regional outbreaks resulting in areas running out of hospital beds & ventilators for those critically ill from #COVID19 …"	1
"I will put an end to the pride of the arrogant, the insolence of tyrants I will humble.

Isaiah 11:13"	1
We do not need a ‘stimulus” package or a “recovery” package. We need an economic growth package that stimulates and invests in the kind of development that grows a bigger, better, more productive and more competitive American economy for the future.	1
"I know these event cancellations are disruptive,inconvenient & even annoying but it can literally save lives

Because right now its the best & ONLY way to #FlattenTheCurve of new infections & avoid overwhelming our health care systems capacity to treat severe cases of #Covid_19"	1
"Most urgent shortage we must address immediately is we can’t make the 11,000 ventilators we may need to provide life support for severe cases of #Covid_19
#China makes 50% more medical devices than we do & the other countries that can make them will need them for their own cases"	1
"Critics have no idea how much I wish #Covid_19 would have proven wrong our warning last year that our pharmaceutical & medical tech trade relationship with #China provides short-term opportunities for U.S. businesses but long-term dangers for our people:
 …"	1
Sadly true. We allowed our domestic manufacturing capacity to atrophy because it was cheaper & more efficient to have it made abroad. #Covid_19 is exposing this in the medical field. But this dangerous supply chain deficiency extends to dozens of other critical industries. …	1
"A potential emergency we must address ASAP in our response to #Covid_19. 

Even if we provide more tests,a rapid surge in global demand & our inability to produce at home threatens to leave U.S. labs with a severe shortage of the chemicals & materials needed to conduct the tests."	1
My statement on the news that a member of President Bolsonaro’s staff has tested positive for #Covid-19.	1
"As Chairman of @SmallBizCmte, this morning I will offer and try to pass a plan to help small businesses impacted by #COVID19

Our plan is:
- In line w/ @POTUS address
- Not in conflict w/ House Democrats plans
- Made up of measures with broad bipartisan support"	1
Will be on ⁦⁦@foxandfriends⁩ at 8:18am to discuss #COVID19	1
"Blessed are those who trust in the LORD;the LORD will be their trust.They are like a tree planted beside the waters that stretches out its roots to the stream:It does not fear heat when it comes,
...In the year of drought it shows no distress,but still produces fruit.

Jer 17:7-8"	1
"In support of @POTUS’s request,tomorrow morning I will introduce legislation providing authorization for an increase in the @SBAgov 7(a) loan program. 

 @SmallBizCmte will also hold a hearing at 10:30am on this topic."	1
Our @SmallBizCmte will get to work immediately & in a bipartisan way on @potus request to ramp up small business loans via the @SBAgov 7(a) loan program via our community banks. #COVID19 #COVIDー19	1
Expected executive order by ⁦@POTUS⁩ on medical supplies is a very strong first step toward increasing domestic production by enforcing Buy American requirements for pharmaceuticals & medical supplies & fast-tracking ⁦@US_FDA⁩ approval. …	1
I will be addressing the Nation this evening at 9:00 P.M. (Eastern) from the Oval Office.	1
Today we filed a bipartisan bill creating a justified presumption that  virtually anything made in #Xinjiang #China was produced by the forced labor of #Uighurs & other ethnic minorities in mass detention camps run by the Communist Party	1
"I have been talking with Trump admin about measures to help schools that close due to #COVID19 :

- waiver on E-Rate to allow them to use federal match to buy devices for online learning

- Waiver of USDA requirements on school nutrition program like ones after Hurricanes"	1
#Coronavirus lays bare China's power over public health, economy – Here's what must happen now   #FoxNews	1
“Be strong and courageous. Do not be afraid; do not be discouraged, for the LORD your God will be with you wherever you go.” Joshua 1:9	1
"It appears #China bullied a U.S. university, Johns Hopkins, into changing their #Coronavirus interactive map.

On 2/11/20 JHU had #Taiwan accurately as a country

Today, one month later,they have Taiwan listed as part of China under “Taipei and environs""
H/T Axios"	1
"I support a big increase in 7(a) loans to small business as a response to #Covid_19 but will fight loaning billions via direct @SBAgov disaster loans

Read the IG reports on the Katrina loans

Hundreds of millions without certifications & documents, rampant fraud & huge defaults"	1
"At yesterday’s lunch I asked @POTUS to support our efforts to invest in diversifying our supply chain, especially in pharmaceuticals & medical equipment. 

He agreed & his team led by by Peter Navarro are also working on an EO to help address this. …"	1
"With firm purpose you maintain peace; in peace, because of our trust in you. Trust in the LORD forever! For the LORD is an eternal Rock. He humbles those who dwell on high,the lofty city he brings down,Brings it down to the ground,levels it to the dust.

Isaiah 26:3-5"	1
"Excellent guidance from @CDCgov on how to protect our workplace,schools,homes & commercial establishments from the spread of #COVID2019 

Download and share:
 …"	1
Hoy #10Mar, el pueblo de #Venezuela se une al llamado del presidente interino @jguaido a marchar en contra del narco régimen. Desde EE.UU. me uno a los valientes venezolanos que aspiran a vivir en un país libre y democratico. #10MVzlaALaCalle	1
"#COVID19 isn’t a media conspiracy,Trump’s fault or just like the flu

It’s a real public health emergency that will have a significant impact on public,economy & our daily lives

#Coronavirus will require personal responsibility,individual action & effective govt measures"	1
"#COVID19 is NOT part of a conspiracy to hurt the President. It is a real threat that will disrupt our economy & our daily lives. 

But at a time when we need people to believe truth the media is undermining its credibility with many by covering this as a partisan political issue."	1
"Wash yourselves clean! Put away your misdeeds from before my eyes;cease doing evil; learn to do good. Make justice your aim: redress the wronged,hear the orphan’s plea, defend the widow.

Isaiah 1:16-17"	1
"Tragic news out of #Iraq. 

A troubling reminder that an #ISIS insurgency movement is strengthening its grip in both pockets of rural Iraq & in Eastern #Syria. …"	1
"Experts say individual action is key to #COVID2019 
Follow best practices for hygiene,stay home if are or could be infected & avoid contact with people who are or may be infected

Govt should communicate & facilitate individual actions & help speed up tests,anti-viral & vaccine"	1
"#COVID19 isn’t political & our response shouldn’t be guided by electoral politics

Elected leaders should:

1.  Empower experts to provide information

2. Make decisions based on expert public health guidance

3. Provide necessary resources & public-private collaboration"	1
"This morning I met with President @jairbolsonaro of #Brazil

We discussed #Venezuela, #Huawei & my strong support for #Brasil’s 

- entering into a trade agreement with the U.S. 

- becoming a @NATO global partner; and

- accession to the @OECDgov"	1
"Now, Lord, our God, who led your people out of the land of Egypt with a strong hand, and made a name for yourself even to this day, we have sinned, we are guilty.

Daniel 9:15"	1
"“I will make of you a great nation, and I will bless you; I will make your name great, so that you will be a blessing. I will bless those who bless you and curse those who curse you. All the families of the earth will find blessing in you.”

Genesis 12:2-3"	1
"An editorial calling for “clear communication” on #coronavirus that uses quotes which are completely made up. 

I never said anything even remotely resembling what they claim is “conflicting information”. 

Not a misquote,totally made up by someone. …"	1
"Just finished meeting with @VP & cruise industry on #Covid19

Within 72 hours industry will provide a plan on to:
- enhance screening 
- testing onboard
- have pre-existing plan to for onshore medical care,quarantine & monitoring"	1
"This is a thing I can 100% get behind. The sleep debt of time shifts reliably leads to more vehicle deaths every year and costs us not a small chunk of change as well.

We should #LockTheClock 

Many studies. Here’s just one summary:
 … …"	1
I truly believe #LockTheClock is something that will unite the American people against tyranny and injustice!	1
I do. Not gonna lie. I love daylight saving time. I love the marking of time. The excitement of sudden sunlight at night. And the reverse in the fall. Honestly—why do you hate it so much? Is it that hard to adjust to an hour? …	1
"Sad news in #Florida as 2 deaths reported from #COVID19

The case in #SantaRosa County was previously known

The case in Lee County was not previously known as the deceased was only tested after they had passed away

Both were over 70 years of age

May they Rest In Peace"	1
"#SaturdayThoughts

Tonight the federal government will force us to move the clock forward one hour. 

There is no legitimate reason to keep doing this. 

It’s time to #LockTheClock"	1
Someone needs to get rid of this Daylight Savings Time nonsense because it’s infuriating. Leave the clocks alone, not a sane human on Earth enjoys this.	1
"If we provide tax relief for the travel industry then its only fair that we also should require relief for travelers. 

People should be able to get refunds & have change fees waived. …"	1
"Once again we will all be forced to #SpringForward on Sunday. 

This twice a year mandatory ritual of changing the clock has no legitimate rationale. 

It is time to #LocktheClock.

Read my op-ed with @SenHydeSmith 
  #FoxNews"	1
Treasury sanctions Nicaraguan National Police and police commissioners involved in human rights abuse.   …	1
"On #COVIDー19 HYSTERIA & COMPLACENCY are the enemy

Instead we should:

1. Regularly provide public with advice from MEDICAL EXPERTS

2. Get test kits to states ASAP

3. Prioritize people over 60 & health workers

4. Have Anti-Viral drug in 60 days 

5. Have Vaccine in 18 months"	1
Was informed earlier this morning of a reported bomb attack outside @usembassytunis. So far no reports of injuries to Americans but it appears that sadly several local police officers may have been seriously injured or lost their lives. #USEmbassy	1
"...if the wicked turn from the wickedness they did & do what is right & just, they save their lives; since they turned away from all the sins they committed, they shall live; they shall not die.

Ezekiel 18:27-28"	1
"#Florida will receive over $22 million from the #COVIDー19 #coronavirus bill.

Another $500k will also be sent to state as part of emergency funding.

Was also able to get @SBAgov additional funds to make loans to small firms impacted by the outbreak.

This will help. #Sayfie"	1
"#Putin has never lived up to any “agreement” in #Syria & he won’t honor this one either

He wants #AssadRegime in control of all of Syria

#Erdogan wants control of buffer zone along border with #Turkey

These two goals are irreconcilable …"	1
".@marcorubio and I are fighting to extend the moratorium on oil drilling in the eastern Gulf of Mexico for another 10 years.
 
I will always fight to protect Florida’s Gulf Coast. It’s vitally important for FL’s military training, tourism and environment. …"	1
"If you doubt #China will one day weaponize our reliance on them for pharmaceuticals see piece in official press of Communist Party

They mock America saying we would “fall into hell” during #Coronavirus #Covid19 if they cut us off & demand the U.S. & #Florida apologize to them  …"	1
We will pass the bill responding to #COVID19 #Coronvirus at 1:45pm today and send to @POTUS for his signature.	1
"Why is #China’s Communist Party encouraging conspiracy theories blaming U.S. for #Covid_19?

1. To dampen internal discontent

2. Distract from a true infection rate & death toll close to double the official count

3. To save face internationally …"	1
"I prefer Daylight Savings over Standard but in the end what I really want is to end this stupid twice a year time shift. Let’s #LockTheClock
 …"	1
"Thrift Savings Board plans to move federal retirement funds into Chinese A-shares

Retirement of U.S. servicemembers & fed workers is financing #China’s military modernization! 

Illegal for U.S. firms to do business with these companies but ok to invest fed retirement in them?"	1
"On the day I cried out, you answered;you strengthened my spirit.

Psalms 138:3"	1
"In the end #Russia & #Turkey have conflicting & irreconcilable goals in #Syria. 

#Erdogan wants a buffer zone he controls in
Northern #Syria
#Putin wants Assad to control entire country & won’t recognize Turkish military presence in #Idlib as legitimate …"	1
"Spoke to @potus today about how extending ban on drilling off #Florida’s coast is a unanimous & bipartisan view in our state.

One way or another, when all is said & done, I am confident the ban will remain in place. …"	1
there is a tweet for everything, as they say …	1
"Situation in #Syria is getting more dangerous.

#Russia should get #Assad to withdraw his forces encircling Turkish observation posts near #Idlib
@NATO should provide #Turkey with Air Defense & Intelligence support & financial aid to NGO’s dealing with refugees inside Syria."	1
We have a deal on #Covid_19 #CoronaVirus funding	1
"Bullying the @WHO on #CoronavirusOutbreak #COVIDー19 wasn’t enough for Communist Party of #China.

The same people responsible for the global spread of this disease now want to create their own alternative organization. 

What a joke. 

 …"	1
"For once in our life, lets put politics aside & get this #COVIDー19 #coronavirus bill done ASAP. 

People are already worried. The last thing they need is their government leaders unable to act decisively"	1
" 

I floated a similar idea last week:
 …

First, let’s get this funding bill done. 

Then I will be pushing legislation to aggressively look at supply chain issues. …"	1
"Government of #China intimidated the World Health Organization on #covid_19. 

This has left the U.S. & every other nation to deal with this outbreak on our own.

#CoronavirusOutbreak will be broader & worse than it needed to be because of China’s actions. …"	1
"We need to wake up to how vulnerable we are because we depend on #China for all our medicines. 

Today it’s #Covid_19 threatening our supply of medicines. 

Tomorrow it might be them cutting us off in a time of conflict. …"	1
"With all vigilance guard your heart,for in it are the sources of life.

Proverbs 4:23"	1
And everyone remembers that he supports the same corporatist Obama policies that sent jobs overseas, left behind working Americans, enabled the rise of #China, and handed over political power to #BigTech …	1
#Israel is facing a broad array of threats to it’s future. Now more than ever, America must stand with the Jewish state.  #AIPAC2020	1
"#Russia, #China & #Iran are actively waging a global disinformation war on #Covid_19 #coronavirus. 

Read more here: 

  … via @nypost"	1
The number of #Covid_19 #CoronaOutbreak cases in the U.S. is about to start going up pretty fast. But it won’t be because it’s out of control, it will be because we are testing a lot more people. That is a very important first step to getting control of this.  …	1
Grateful to shake the hands of the brave men and women of the #whitehelmets. These are ordinary people doing extraordinary things to save the lives of Syrian victims of Assad’s brutality. America stands with @SyriaCivilDef.	1
Deal on #CoronaVirus funding is almost in place. May be able to get it done without a roll call vote,before the end of the week,if no Senator objects. We need to get this done ASAP.	1
"175 years ago today the United States made one of its best decisions ever, it admitted #Florida to the Union.

America, just think how boring things would be without us!"	1
"I have gotten to know @RepRatcliffe over the last few years. He is serious,mature & very smart. 

Today I had a long,detailed & honest conversation with him about the importance of our intelligence agencies. 

I believe he would be an excellent Director of National Intelligence."	1
"Magnify the LORD with me;and let us exalt his name together.

Psalms 34:4"	1
"1. Don’t listen to crazy stuff online. Get the facts about how to prevent & treat #Coronavirus
 …

2. Don’t just show up at ER call your doctor or hospital before you go

3. Employers, don’t force sick people to come in to work"	1
"#coronavirus outbreak on #DiamondPrincess provides valuable guidance on why we should prioritize resources for elderly.

Of the 705 people infected:

-400 had no symptoms

-7 who died were all over 70 

-30 to 40 elderly still in ICU

-Most of the rest felt terrible but recovered"	1
Discussed #Coronavirus yesterday with @MariaBartiromo on @SundayFutures …	1
Just spoke to @GovRonDeSantis early this morning. #Florida has a solid plan to deal with #CoronaVirus & we are working on getting federal funds passed in DC ASAP.	1
"Be holy, for I, the LORD your God, am holy. 

Each of you revere your mother and father, and keep my sabbaths. 

I, the LORD, am your God. 

Do not turn aside to idols, nor make molten gods for yourselves. 

I, the LORD, am your God.

Leviticus 19:2-4"	1
"Not a question of if but when confirmed cases of #Coronavirus are found in #Florida

We must provide accurate information on best ways to prevent it from spreading

And prioritize resources to help health care workers,the elderly & those with preexisting health conditions."	1
"#Taliban battlefield advantage over divided Afghan govt means outcome will eventually be no elections & extreme Sharia law

This terrible outcome had become inevitable

Because we can’t continue with an indefinite U.S. troop presence which is what it would take to prevent this"	1
"#Florida will be impacted by #Coronavirus

Outbreaks in the Caribbean will create issues here

And we must do all we can to prevent outbreaks among those with underlying health issues such as those in nursing homes,assisted living facilities & retirement communities"	1
"Confirmation of a #coronavirus case in #DominicanRepublic is a troubling development:

-Chances of outbreak in #Haiti now very high & impact could be catastrophic
-Cases in #Florida now a near certainty

Top priority must be preparedness for elderly & other vulnerable Floridians"	1
"The next time you hear some politician criticize the U.S. operation that took out #Soleimani remember this clip RT’d below.

The man in the video below is a top leader in the #IRGC, the organization the terrorist Soleimani used to kill & maim Americans. …"	1
"This isn’t just propaganda, this guy actually believes Coronavirus is a U.S./Jewish plot  

A reminder of why #Iraq will struggle to be peaceful and prosperous as long as crazy stuff like this is fed to people on a daily basis. …"	1
"For just as through the disobedience of one person the many were made sinners, so through the obedience of one the many will be made righteous.

Romans 5:19"	1
"Your people shall rebuild the ancient ruins;the foundations from ages past you shall raise up;“Repairer of the breach,” they shall call you,“Restorer of ruined dwellings.”

Isaiah 58-12"	1
"Head of WHO says:“Our greatest enemy right now is not the virus itself. It’s fear,rumors & stigma...We do not see evidence as yet that the virus is spreading freely in communities.”

When @WhiteHouse says something similar they are accused of incompetence & “downplaying”threat"	1
"Once upon a time, when politics & media was inhabited by normal people, a viral outbreak was treated as a public health matter.

But now even an infectious disease caused by a virus, a submicroscopic infectious agent, is a domestic partisan political issue to exploit. 

Crazy"	1
"Better headline would be “How #China wields #Huawei investment to bend European countries”

Huawei is not a telecommunications company,it is an instrument of national power for the Chinese Communist Party. 

   via @politico"	1
If Fidel Castro’s healthcare system was so good why then in 2006 did the regime have to fly in a Spanish surgeon & advanced medical equipment not available in #Cuba to save his life? …	1
"We now face the first (but not the last) #coronavirus-related drug shortage in America

This is by far the single greatest threat our nation faces from #Covid_19 

This is what happens when you depend on #China for 80% of our pharmaceuticals …"	1
"What if I told you China has deployed 120 million sensors around the US that can track your travel, your friendships, your habits, where you live, where you work, and 1,000 other details? 

Would that scare you?

Well, @tiktok_us has more than 120 million US users. 

Same thing."	1
"Seek good and not evil,that you may live; Then truly the LORD, the God of hosts, will be with you as you claim.

Amos 5:14"	1
"Re-upping my post from yesterday because today #Turkey suffered mass casualties after an air strike in #Syria.

A @NATO partner is on the verge of armed hostilities with #Russia. 

 … …"	1
"The #coronavirus outbreak has revealed our dependency on #China for industrial capacity, especially in critical areas of our economy like health care.
 
Here's how we can combat America’s supply chain risk and dependence on China for pharmaceuticals. …"	1
"My colleagues who oppose college athlete compensation seem to be under impression that doing nothing preserves the status quo

States are ending the status quo & without federal action college athletics faces an existential threat from a patchwork system …"	1
Like virtually everything else these days #coronavirus #coronavirususa #COVIDー19 is being covered as a political story.	1
"I have set before you life and death, the blessing and the curse. Choose life, then, that you and your descendants may live,by loving the LORD, your God, obeying his voice, and holding fast to him.

Deuteronomy 30:19-20"	1
"Dealing with a potential global pandemic requires data,collaboration & transparency.

But the World Health Organization says #China’s Communist Party is hiding its information on #coronavirus infections among health-care workers. …"	1
"The prospects of a direct military confrontation between #Turkey & #Russia in #Syria are very high & increasing by the hour.

#Erdogan is on the right side here.

#Putin & #Assad are responsible for this horrific humanitarian catastrophe. …"	1
"Response to #COVIDー19 is being hurt by a Communist Party in #China that cares more about their global image than containing the disease

We face a growing #CoronavirusOutbreak because they threaten & bully countries into not banning travel & covering up infections"	1
"Bernie Sanders is actually not a socialist.

His sympathies and ideas are Marxist"	1
On #CoronavirusOutbreak #COVIDー19 its not a time to panic. But it is a time to take it serious and get it right.	1
" My counterpart bill in the Senate with @SenSherrodBrown is one of many bipartisan bills included in the @SBAgov reauthorization we are trying to pass on our side. 

Read here:  … …"	1
"1. #Putin spreading lies that #COVIDー19 is U.S. bioweapon:  

2. False information & no transparency from #China’s Communist Party complicating global response

3. #CoronavirusOutbreak in Africa,Venezuela,Haiti or Central America could be catastrophic"	1
"Gui Minhai was going to publish a biography of #China’s President Xi. 

The Communist Party sent agents to kidnap  him from Thailand 

Now they sentence him to 10 years in prison on ridiculous charges. …"	1
"Yet even now return to me with your whole heart,with fasting, weeping, & mourning. Rend your hearts, not your garments & return to the LORD, your God, For he is gracious & merciful, slow to anger, abounding in steadfast love, & relenting in punishment.

Joel 2:12-13"	1
"To recap tonight’s Democratic debate. 

If they are elected you will get govt controlled internet, energy, schools and health care. 

And as a bonus, reefer for everyone!"	1
The likely Democratic Presidential nominee is getting very positive media coverage today.... ..............in the official “newspaper” of the Cuban Communist Party.	1
#coronavirus is a threat to important medicines here in the United States. It’s not a good idea to depend on anyone for 80% of our medicines, but especially the Communist Party of #China …	1
"Take claims that #CoronaVirus cases are going down in #China with many grains of salt

The Communist Party of #China’s has contributed to its global spread by releasing inaccurate or misleading information & failing to be transparent about its severity,transmission & incubation"	1
We depend on #China for 80% of our active pharmaceutical ingredients. The potential for disruption from #coronavirus reminds us how dangerous it is for us to be this dependent on one country for our medicines. 	1
"“If anyone wishes to be first, he shall be the last of all and the servant of all.”

Mark 9:35"	1
"Some think the police should pull me over for filming a video critical of Bernie Sanders while driving. 

I saw you coming. And I was one step ahead 
 …"	1
Another example of why it’s hard to view the @UN as a serious forum to address human rights. Spotted during #HRC43 in @UNGeneva emissaries of #Cuba's dictatorship. And the illegitimate #MaduroRegime in #Venezuela actually has a seat on the @UN_HRC.	1
"And a significant % of them instead work as taxi cab drivers & at resorts.

And at least 10000 are forced to go overseas as part of a forced labor “medical diplomacy” program that pays them substandard wages: 
 … …"	1
Democratic Socialism sounds benign. It’s not. It’s built on Marxism.	1
"In 2011 Bernie Sanders wrote that “These days, the American dream is more apt to be realized ...in places such as...Venezuela” than in America. 

Today, 1/3 of Venezuelans are hungry.

 … …"	1
"The central promise every Marxist makes is that if we give up some of our individual freedom,the state will provide us more “security” like free health care & education.

But ultimately Marxism fails to deliver “security” & you don’t have the freedom to do anything about it. …"	1
Seventy-five years ago today during the Battle of #IwoJima75, Marines claimed Mount Suribachi and raised the American flag at its summit, creating an unforgettable and iconic moment in American history and patriotism. #WeAreIwo.	1
"For where jealousy & selfish ambition exist,there is disorder & every foul practice.But the wisdom from above is first of all pure,then peaceable,gentle,compliant,full of mercy & good fruits,without inconstancy or insincerity. 

James 3:16-17"	1
"Likely Dem nominee praised the supposed “achievements” Castro regime

And he’s wrong about why people didn’t overthrow Castro. It’s not because “he educated their kids,gave them health care” it‘s because his opponents were  jailed,murdered or exiled …"	1
"Our structural economic problems are the result of policies that place the market above all else, including our people & our national interest.

But placing the government above all else is NOT the answer. 

Marxist policies wouldn’t just hurt our nation, it would destroy it."	1
"Real capitalism promotes the common good when the owner can make a profit & the worker is fairly rewarded for their labor.

Communism destroys nations because it believes owners & workers can never cooperate to both achieve prosperity & so therefore the state must be the owner."	1
"“socialism” is incompatible with America’s founding principles because marxism is the belief that:

“Persons of & by themselves have no value. An individual has a value only inasmuch as he is the representative of an economic category...outside of that,man has no value."""	1
"Bless the LORD, my soul;all my being,bless his holy name! Bless the LORD, my soul;& do not forget all his gifts,Who pardons all your sins,& heals all your ills,Who redeems your life from the pit,& crowns you with mercy and compassion

Ps 103:1-4"	1
"Media coverage of #Putin political influence efforts missing important nuance. 

His ULTIMATE goal isn’t to help any particular candidate. 

It’s to get us to hate each other,question the credibility of our election results,are left unable to take action & look bad to the world."	1
"Today a socialist candidate may emerge as the clear Dem front runner

Socialism & free market absolutism aren’t our only choices

Our nation doesn’t exist to serve the market or the government

The market & government exist to serve our nation

Read more: …"	1
"On the way of wisdom I direct you,I lead you on straight paths. When you walk, your step will not be impeded,and should you run, you will not stumble.

Proverbs 4:11-12"	1
"Just returned from a trip to the #CzechRepublic #Poland , #Turkey, & the #UnitedKingdom to visit our troops, discuss #NATO & #Huawei & a very moving visit to #Auschwitz 

Read more here: …"	1
No reason to believe the #coronavirus is “contained” in #China. The numbers they are releasing are fake. Their primary goal isn’t addressing the virus,it’s their global image. We have no idea what the true numbers are but they are without a doubt higher than what they admit to.	1
"It is good for the man gracious in lending,who conducts his affairs with justice.For he shall never be shaken...He shall not fear an ill report;his heart is steadfast,trusting the LORD. His heart is tranquil,without fear

Psalms 112:5-8"	1
"When you read this:
 …

Remember this:
 …"	1
"Whoever walks without blame,doing what is right,speaking truth from the heart;Who does not slander with his tongue,does no harm to a friend,never defames a neighbor...shall never be shaken.

Psalms 15:2-3,5"	1
#Rosneft has singlehandedly helped #MaduroRegime steal the resources of #Venezuela to fund the corruption that holds the regime together. These new sanctions prove pressure will only increase until democracy  is restored. …	1
These official outlets from #China are instruments of government action in the U.S.. Requiring them to register as Foreign Missions is welcome and long overdue. …	1
"But this people’s heart is stubborn & rebellious;they turn & go away,And do not say in their hearts,“Let us fear the LORD,our God,Who gives us rain early & late,in its time;Who watches for us over the appointed weeks of harvest.”

Jer 5:23-24"	1
"While you worked awesome deeds we could not hope for,such as had not been heard of from of old. No ear has ever heard, no eye ever seen, any God but you working such deeds for those who wait for him.

Isaiah 64:2-3"	1
"Back in 2017 when I pushed for a fully refundable child tax credit the resistance from some in my own party was fierce. Some called “welfare” & a “giveaway”. 

But good news is we may get a second shot at it. 

   #FoxBusiness"	1
"They served their idols and were ensnared by them. They sacrificed to demons their own sons and daughters, Shedding innocent blood,
the blood of their own sons and daughters

Psalms 106:36-38"	1
"Where one alone may be overcome, two together can resist. A three-ply cord is not easily broken.

Ecclesiastes 4:12"	1
These charges against #Huawei are long overdue. This company has been breaking our laws for years. They pose a threat to our commercial & national security. …	1
".@potus should:

1. Veto the “War Powers Resolution”

2. Take whatever military measures are necessary to disrupt or prevent Iranian &/or proxy attacks against Americans

3. Retaliate in a swift,decisive & appropriate manner against #Iran if they or their proxies kill Americans"	1
"This is why resolution in Senate decreases deterrence & increases the risk of war

#Iran will think they can kill Americans without strong retaliation because they will mistakenly believe @potus faces bipartisan restraints on retailiatory options

Foolish …"	1
"Thank you @FL_Daily for reporting on @POTUS signing into law my Veterans Into STEM Jobs law. 

The two largest newspapers in #Florida have ignored it. I guess they don’t think legislative accomplishments that will help thousands of real people is “news” 

 …"	1
"Our ancestors in Egypt did not attend to your wonders. They did not remember your manifold mercy; they defied the Most High at the Red Sea. Yet he saved them for his name’s sake to make his power known.

Psalms 106: 7-8"	1
While the daily headlines focused on partisan bickering & outrage in 2019 we once again had a real impact on major public policy important to #Florida & the country. And 2020 is off to another strong start.	1
"The #Iran War Powers Resolution is a terrible idea that can potentially cause the Iranian regime to miscalculate, lead to escalation and war.

Spoke about it today:
  via @YouTube"	1
"Just spoke on Senate floor about how resolution purporting to limit @potus authority to act militarily against #Iran increases the chances of war

Regime will read headlines & wrongly conclude they can step up attacks because President faces bipartisan opposition to retaliation"	1
"Despite partisan division & dysfunction, year after year, we are getting real #results for #Florida & America. 

But these achievements are often not covered by a conflict & controversy focused media. 

See my 2019 midterm report here:
 …"	1
"Read the tone of this piece. 

Basically about how bad it would be for America if we stop #China from continuing to steal our (often publicly funded) research. …"	1
"yesterday @POTUS signed my bipartisan bill supporting military veterans pursuing careers in STEM.

This law helps real people.

Yet neither of #Florida’s large papers reported on it being my bill signed into law.

Editors want drama,not news on #Result’s …"	1
"Yesterday @potus signed my Supporting Veterans in STEM Career Act into law at @WhiteHouse 

Due to votes on 5 judges & an Intel meeting I was unable to attend the signing ceremony. 

But what matters is the #RESULT, that our bill is now law!

  …"	1
"Be still before the LORD;wait for him. Do not be provoked by the prosperous,nor by malicious schemers.

Psalms 37:7"	1
The legitimate Interim President of @jguaido is back in #Venezuela after a successful international trip in which the U.S. and international community made clear they will never accept the illegitimate #MaduroRegime	1
"Watching Senate hearing on “Name,Image,Likeness Compensation” for college athletes.

No one disputes that the current system needs to be & will be changed.

The only question is do a patchwork of state laws that would threaten the future of college athletics?"	1
"Last year after hearing about the shortfall in American STEM workers & the challenges faced by veterans finding jobs I decided try & find a way to address this. 

The #RESULT is that this afternoon @POTUS will be signing my Veterans STEM bill into law."	1
"We are putting the finishing touches on my bill to create a federal standard for “Name, Image, and Likeness Compensation” in college sports. 

⁦Today @JerryMoran⁩ holding an important hearing on the topic today.

You can watch here at 10am Eastern: …"	1
"In 2017 we faced resistance to expanding the #childtaxcredit:  … )

We got it done & the #Results are in for 2019: 

-Benefited 40 Million families with an average benefit of $2200

-Lifted over 750000 out of poverty,almost 50% of them children"	1
"In 2016, we took on the slum lords at Eureka Gardens in Jacksonville.
 …

Now, after 3 1/2 years of hard work alongside many others,the #RESULTS are in. 

New owner, new name & new buildings:

 …"	1
"O LORD of hosts,blessed the man who trusts in you!
Psalms 84:13"	1
"This week I will be releasing our annual report on what we got done in 2019. Another productive year.

One of the projects I’m most proud to have worked on with so many others is the School Safety Clearinghouse going live today.

  "	1
"Over the top politics works well in this era. It generates fundraising, voter intensity & is ratings & social media gold.

But it also comes at a high price to the nation at large.

It paralyzes the ability to govern & creates deep resentments that will not be easy to heal. 

2/2"	1
".@DuvalDEC set the right example here.

The current level of anger & divisions in our politics is way too high.

(As you will see from the comments on this post) both sides have voices portraying fellow Americans as a dangerous enemy. 

We are playing with fire. 

(Continued) 1/2 …"	1
"#PuertoRico needs more help after the recent earthquakes added to its already existing challenges. 

From my role on the Senate Appropriations Committee we will work on an aid plan that can pass in both the Senate & the House & be signed by the President."	1
"“There I will make a horn sprout for David; I will set a lamp for my anointed. His foes I will clothe with shame, but on him his crown shall shine.”

Psalms 132:17-18"	1
